Worker ID,"1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Feel comfortable around people.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Start conversations.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Don't mind being the center of attention.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Have little to say.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Don't like to draw attention to myself.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Am interested in people.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Sympathize with others' feelings.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Take time out for others.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Am not really interested in others.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Feel little concern for others.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Pay attention to details.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Like order.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Am exacting in my work.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Often forget to put things back in their proper place.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Shirk my duties.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Am relaxed most of the time.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Get stressed out easily.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Worry about things.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Have frequent mood swings.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Get irritated easily.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Have a vivid imagination.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Am quick to understand things.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Use difficult words.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Spend time reflecting on things.]","1. Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please select an option next to each statement to indicate the extent to which you agree or disagree with that statement. I am someone who... [Have difficulty understanding abstract ideas.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone suffered emotionally.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not some people were treated differently than others.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someoneês action showed love for his or her country.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone showed a lack of respect for authority.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone violated standards of purity and decency.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone cared for someone weak or vulnerable.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone conformed to the traditions of society.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone was cruel.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone was denied his or her rights.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not someone acted in a way that God would approve of.]","2. When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? [Whether or not everyone was free to do as they wanted.]",3. Please read the following sentences and indicate your agreement or disagreement. [Compassion for those who are suffering is the most crucial virtue.],"3. Please read the following sentences and indicate your agreement or disagreement. [When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.]",3. Please read the following sentences and indicate your agreement or disagreement. [Respect for authority is something all children need to learn.],3. Please read the following sentences and indicate your agreement or disagreement. [It is better to do good than to do bad.],3. Please read the following sentences and indicate your agreement or disagreement. [Justice is the most important requirement for a society.],"3. Please read the following sentences and indicate your agreement or disagreement. [People should be loyal to their family members, even when they have done something wrong.]",3. Please read the following sentences and indicate your agreement or disagreement. [Men and women each have different roles to play in society.],3. Please read the following sentences and indicate your agreement or disagreement. [It can never be right to kill a human being.],3. Please read the following sentences and indicate your agreement or disagreement. [It is more important to be a team player than to express oneself.],"3. Please read the following sentences and indicate your agreement or disagreement. [If I were a soldier and disagreed with my commanding officerês orders, I would obey anyway because that is my duty.]",3. Please read the following sentences and indicate your agreement or disagreement. [Chastity is an important and valuable virtue.],"3. Please read the following sentences and indicate your agreement or disagreement. [I think everyone should be free to do as they choose, so long as they don't infringe upon the equal freedom of others.]","4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [He/she believes that people should do what theyêre told. He/she thinks people should follow rules at all times, even when no one is watching.]",4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [Tradition is important to him/her. He/she tries to follow the customs handed down by his/her religion or his/her family.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [Itês very important to him/her to help the people around him/her. He/she wants to care for their well-being.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [He/she thinks it is important that every person in the world should be treated equally. He/she believes everyone should have equal opportunities in life.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [It is important to him/her to make his/her own decisions about what he/she does. He/she likes to be free and not depend on others.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [He/she likes surprises and is always looking for new things to do. He/she thinks it is important to do lots of different things in life.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [Having a good time is important to him/her. He/she likes to _spoilÓ himself/her.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [Being very successful is important to him/her. He/she hopes people will recognize his/her achievements.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [It is important to him/her to get respect from others. He/she wants people to do what he/she says.],4. Here we briefly describe some people. Please read each description and think about how much each person is or is not like you. Select the response option that shows how much the person in the description is like you. [It is important to him/her to live in secure surroundings. He/she avoids anything that might endanger his/her safety.],"5. Please rate the extent to which you agree or disagree with the following statements. [I am willing to stand up for what I believe, even if I lose some friends as a result.]",5. Please rate the extent to which you agree or disagree with the following statements. [It is sometimes best to just tell people what they want to hear.],5. Please rate the extent to which you agree or disagree with the following statements. [I sometimes start disagreements just to see what will happen.],5. Please rate the extent to which you agree or disagree with the following statements. [People would consider me a stubborn person.],"6. The following questions relate to how you make decisions. There are no _rightÓ or _wrongÓ answers, so please state your opinion as honestly as possible. Using the scale below, please indicate the extent to which you agree or disagree with the statements. Describe how you are now, not as you wish to be in the future. [I prefer to gather all the necessary information before committing to a decision.]","6. The following questions relate to how you make decisions. There are no _rightÓ or _wrongÓ answers, so please state your opinion as honestly as possible. Using the scale below, please indicate the extent to which you agree or disagree with the statements. Describe how you are now, not as you wish to be in the future. [In decision making, I take time to contemplate the pros/cons or risks/benefits of a situation.]","6. The following questions relate to how you make decisions. There are no _rightÓ or _wrongÓ answers, so please state your opinion as honestly as possible. Using the scale below, please indicate the extent to which you agree or disagree with the statements. Describe how you are now, not as you wish to be in the future. [When making decisions, I rely mainly on my gut feelings.]","6. The following questions relate to how you make decisions. There are no _rightÓ or _wrongÓ answers, so please state your opinion as honestly as possible. Using the scale below, please indicate the extent to which you agree or disagree with the statements. Describe how you are now, not as you wish to be in the future. [I weigh feelings more than analysis in making decisions.]A1WWDZ3BY31H3BACEN8I5XAJY9KA1WWDZ3BY31H3B"A1WWDZ3BY31H3B,Disagree a little,Neutral; no opinion,Neutral; no opinion,Disagree a little,Neutral; no opinion,Neutral; no opinion,Neutral; no opinion,Neutral; no opinion,Disagree a little,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree strongly,Agree a little,Neutral; no opinion,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Neutral; no opinion,Neutral; no opinion,Agree a little,Disagree a little,Somewhat relevant,Somewhat relevant,Not very relevant,Somewhat relevant,Very relevant,Very relevant,Slightly relevant,Very relevant,Slightly relevant,Very relevant,Somewhat relevant,Slightly agree,Slightly agree,Moderately agree,Moderately agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Moderately disagree,Like me,Somewhat like me,Like me,Like me,Like me,A little like me,A little like me,Somewhat like me,Somewhat like me,A little like me,Strongly agree,Neither disagree or agree,Disagree,Neither disagree or agree,Strongly agree,Strongly agree,Disagree,Disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Very much like me
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Not at all relevant
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
ACEN8I5XAJY9K,Strongly disagree
ACEN8I5XAJY9K,Strongly disagree
ACEN8I5XAJY9K,Strongly disagree
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Disagree strongly
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
A1WWDZ3BY31H3B,Strongly disagree
